gene,direct_disease_assoc,two_step_assoc_to_disease,disease_symptoms_gene_is_associated_with,symptoms_associated_count,gene_connections_count,final_symptom_score,relevance_score
EPM2A,1,302,['bronchiectasis'],1,913,0.15089291007086422,0.0007170232416672061
DEFA1,1,278,['male infertility'],1,786,0.14782809899727065,0.0007148376390121469
IL31RA,1,142,['bronchiectasis'],1,467,0.15089291007086422,0.0007128809496778559
TMEFF2,1,393,['male infertility'],1,1209,0.14782809899727065,0.0007014971642487142
NHS,2,334,"['asthma', 'asthma']",2,897,0.1164602942449915,0.000689163080369849
GMCL1,1,74,['male infertility'],1,325,0.14782809899727065,0.0006835817558262495
PMAIP1,1,157,['bronchiectasis'],1,554,0.15089291007086422,0.0006794504115023639
FPR2,2,211,"['asthma', 'asthma']",2,676,0.1164602942449915,0.0006775484737455417
PI3,2,357,"['asthma', 'asthma']",2,984,0.1164602942449915,0.0006760192752304472
PSMB5,1,151,"['asthma', 'asthma', 'asthma']",3,915,0.17469044136748726,0.0006547153486025672
MMP8,1,106,"['asthma', 'bronchiectasis']",2,1233,0.20912305719335997,0.0006491074229466345
SLC6A2,1,758,['bronchiectasis'],1,3822,0.15089291007086422,0.0006390331725234348
FCGR2A,2,128,"['asthma', 'asthma']",2,638,0.1164602942449915,0.0006166429979718379
CAST,1,241,['bronchiectasis'],1,1018,0.15089291007086422,0.0006042374329771897
CCND1,0,857,"['asthma', 'asthma', 'asthma']",3,4986,0.17469044136748726,0.0005954118829836815
DDX41,2,636,"['asthma', 'asthma']",2,2248,0.1164602942449915,0.0005919367271599885
TRB,1,59,"['asthma', 'asthma']",2,176,0.1164602942449915,0.0005759069611012636
FPR1,1,697,"['asthma', 'asthma']",2,1681,0.1164602942449915,0.0005689386746589332
AHSA1,2,925,"['asthma', 'asthma']",2,4014,0.1164602942449915,0.0005551325625811921
GC,1,837,"['asthma', 'asthma']",2,2424,0.1164602942449915,0.0005437000648807101
GABPA,2,908,"['asthma', 'asthma']",2,4112,0.1164602942449915,0.0005419594388004347
ERVK-19,0,826,['male infertility'],1,3327,0.14782809899727065,0.0005404413008286508
SFTPA1,1,231,"['asthma', 'asthma']",2,483,0.1164602942449915,0.0005400652596142527
PAEP,1,466,"['asthma', 'asthma']",2,1217,0.1164602942449915,0.0005058542890025139
TARDBP,1,179,['male infertility'],1,1049,0.14782809899727065,0.0005031358478473474
EPO,1,692,"['asthma', 'asthma']",2,2165,0.1164602942449915,0.0004986841200013411
MSC,1,733,"['asthma', 'asthma']",2,2449,0.1164602942449915,0.0004892480704068557
PTX3,1,110,"['asthma', 'asthma']",2,334,0.1164602942449915,0.000486668044860218
C5,1,555,"['asthma', 'asthma']",2,1668,0.1164602942449915,0.0004856668662063579
MAPK1,1,1872,"['asthma', 'asthma']",2,11681,0.1164602942449915,0.0004831265498569464
CYCS,1,461,"['asthma', 'asthma']",2,1321,0.1164602942449915,0.0004821512996307134
MTPN,1,268,"['asthma', 'asthma']",2,720,0.1164602942449915,0.00047623989560797216
IL1A,1,225,"['asthma', 'asthma']",2,606,0.1164602942449915,0.00047615890871527633
ADH5,1,115,"['asthma', 'asthma']",2,387,0.1164602942449915,0.00045836575605755263
MAPK8,1,1358,"['asthma', 'asthma']",2,7491,0.1164602942449915,0.0004572840566011981
BCL2A1,1,400,"['asthma', 'asthma']",2,1239,0.1164602942449915,0.0004552426169532633
C4A,1,468,"['asthma', 'asthma']",2,1516,0.1164602942449915,0.00045449551032808526
FFAR3,1,65,"['asthma', 'asthma']",2,303,0.1164602942449915,0.0004473967591813026
FFAR2,1,87,"['asthma', 'asthma']",2,367,0.1164602942449915,0.00043475421007148135
SMS,1,641,"['asthma', 'asthma']",2,2618,0.1164602942449915,0.0004289854499494976
ITGAX,1,361,"['asthma', 'asthma']",2,1401,0.1164602942449915,0.0004024961928883079
AIRE,1,211,"['asthma', 'asthma']",2,823,0.1164602942449915,0.0003965920775741119
FN1,1,272,"['asthma', 'asthma']",2,1085,0.1164602942449915,0.0003909369239537892
STIM1,1,180,"['asthma', 'asthma']",2,750,0.1164602942449915,0.0003876138075876188
APOE,1,412,"['asthma', 'asthma']",2,1811,0.1164602942449915,0.0003834801013603821
KNG1,1,202,"['asthma', 'asthma']",2,848,0.1164602942449915,0.00038310360302956756
MYC,1,638,"['asthma', 'asthma']",2,3343,0.1164602942449915,0.0003783531315974841
CREB1,1,621,"['asthma', 'asthma']",2,3223,0.1164602942449915,0.0003779699117811907
AKR1B1,1,470,"['asthma', 'asthma']",2,2232,0.1164602942449915,0.00037561006560260957
CASP1,1,203,"['asthma', 'asthma']",2,1081,0.1164602942449915,0.0003400614367092207
SRC,1,417,"['asthma', 'asthma']",2,2484,0.1164602942449915,0.00032990243709925493
CRK,0,1098,"['asthma', 'asthma']",2,6751,0.1164602942449915,0.0003279623764627286
ADORA2B,1,107,"['asthma', 'asthma']",2,1270,0.1164602942449915,0.0002475070499523661
CTSS,1,232,"['asthma', 'asthma']",2,2400,0.1164602942449915,0.0002427799858259924
ADORA1,1,95,"['asthma', 'asthma']",2,1708,0.1164602942449915,0.00020628614553362996
CDH1,1,341,['asthma'],1,1520,0.05823014712249575,0.0
PSMD4,1,515,['asthma'],1,1798,0.05823014712249575,0.0
KIDINS220,1,38,['asthma'],1,257,0.05823014712249575,0.0
PGR,0,871,['asthma'],1,3916,0.05823014712249575,0.0
PPIG,0,907,['asthma'],1,2545,0.05823014712249575,0.0
CXCL5,1,181,['asthma'],1,661,0.05823014712249575,0.0
CLEC7A,1,126,['asthma'],1,491,0.05823014712249575,0.0
TYR,1,310,['asthma'],1,1182,0.05823014712249575,0.0
LUM,1,92,['asthma'],1,435,0.05823014712249575,0.0
DUOX1,1,69,['asthma'],1,207,0.05823014712249575,0.0
CRYGC,1,331,['asthma'],1,916,0.05823014712249575,0.0
DEFB103A,1,90,['asthma'],1,209,0.05823014712249575,0.0
DEFB103B,1,50,['asthma'],1,152,0.05823014712249575,0.0
LAMP1,1,121,['asthma'],1,545,0.05823014712249575,0.0
HBB,1,106,['asthma'],1,631,0.05823014712249575,0.0
NOD1,1,75,['asthma'],1,303,0.05823014712249575,0.0
STUB1,1,104,['asthma'],1,512,0.05823014712249575,0.0
CTSB,1,85,['asthma'],1,952,0.05823014712249575,0.0
FGF7,1,155,['asthma'],1,589,0.05823014712249575,0.0
TBL1X,1,60,['asthma'],1,446,0.05823014712249575,0.0
PSMD5,1,75,['asthma'],1,586,0.05823014712249575,0.0
ADORA2A,1,123,['asthma'],1,2057,0.05823014712249575,0.0
ERVK-10,5,822,['asthma'],1,3242,0.05823014712249575,0.0
PREP,1,276,['asthma'],1,871,0.05823014712249575,0.0
BCHE,1,292,['asthma'],1,2226,0.05823014712249575,0.0
CEACAM3,1,192,['asthma'],1,764,0.05823014712249575,0.0
HDAC7,1,47,['asthma'],1,532,0.05823014712249575,0.0
MLN,1,245,['asthma'],1,888,0.05823014712249575,0.0
LPCAT3,1,97,['asthma'],1,280,0.05823014712249575,0.0
ERVK-13,1,129,['asthma'],1,245,0.05823014712249575,0.0
YY1,1,285,['asthma'],1,1067,0.05823014712249575,0.0
TYMS,1,760,['asthma'],1,2948,0.05823014712249575,0.0
SERPING1,1,118,['asthma'],1,442,0.05823014712249575,0.0
SPACA9,1,689,['asthma'],1,2584,0.05823014712249575,0.0
C4B,1,494,['asthma'],1,1493,0.05823014712249575,0.0
BTN1A1,1,122,['asthma'],1,358,0.05823014712249575,0.0
RNF31,1,131,['asthma'],1,452,0.05823014712249575,0.0
CYP2D6,1,408,['asthma'],1,2242,0.05823014712249575,0.0
RFC2,1,402,['asthma'],1,1705,0.05823014712249575,0.0
TH,1,1702,['asthma'],1,5626,0.05823014712249575,0.0
TG,1,781,['asthma'],1,2218,0.05823014712249575,0.0
PSME3,1,339,['asthma'],1,1369,0.05823014712249575,0.0
PSMD2,1,659,['asthma'],1,2891,0.05823014712249575,0.0
PSMC4,1,412,['asthma'],1,1624,0.05823014712249575,0.0
PSMD1,1,675,['asthma'],1,3125,0.05823014712249575,0.0
PSMA7,1,356,['asthma'],1,1402,0.05823014712249575,0.0
PTPN6,1,401,['asthma'],1,1497,0.05823014712249575,0.0
SSB,1,360,['asthma'],1,1168,0.05823014712249575,0.0
SRL,1,150,['asthma'],1,392,0.05823014712249575,0.0
PRAP1,1,241,['asthma'],1,829,0.05823014712249575,0.0
DDT,1,427,['asthma'],1,976,0.05823014712249575,0.0
ADORA3,1,64,['asthma'],1,2005,0.05823014712249575,0.0
P2RY2,2,43,['asthma'],1,297,0.05823014712249575,0.0
SMOX,3,464,['asthma'],1,768,0.05823014712249575,0.0
MUC4,3,135,['asthma'],1,508,0.05823014712249575,0.0
GSN,3,233,['asthma'],1,1009,0.05823014712249575,0.0
DEFB4A,3,124,['asthma'],1,378,0.05823014712249575,0.0
SLC9A3R1,3,130,['asthma'],1,574,0.05823014712249575,0.0
ST8SIA4,2,196,['asthma'],1,513,0.05823014712249575,0.0
SULT1A1,2,217,['asthma'],1,640,0.05823014712249575,0.0
FBLIM1,2,176,['asthma'],1,419,0.05823014712249575,0.0
FST,2,426,['asthma'],1,1190,0.05823014712249575,0.0
NEDD4L,2,88,['asthma'],1,576,0.05823014712249575,0.0
BPIFA1,2,16,['asthma'],1,156,0.05823014712249575,0.0
LY96,2,189,['asthma'],1,491,0.05823014712249575,0.0
HPGD,1,271,['asthma'],1,924,0.05823014712249575,0.0
FAM13A,2,8,['asthma'],1,115,0.05823014712249575,0.0
KCNN4,2,220,['asthma'],1,670,0.05823014712249575,0.0
SLC12A2,2,278,['asthma'],1,799,0.05823014712249575,0.0
AGTR2,1,167,['asthma'],1,948,0.05823014712249575,0.0
TLE5,1,280,['asthma'],1,832,0.05823014712249575,0.0
MAX,1,350,['asthma'],1,961,0.05823014712249575,0.0
DLEU1,1,36,['asthma'],1,10,0.05823014712249575,0.0
FBF1,1,252,['asthma'],1,870,0.05823014712249575,0.0
SLC15A2,1,88,['asthma'],1,223,0.05823014712249575,0.0
CXCL6,1,137,['asthma'],1,408,0.05823014712249575,0.0
PSG2,1,269,['asthma'],1,958,0.05823014712249575,0.0
EXOSC10,1,488,['asthma'],1,1884,0.05823014712249575,0.0
PPIB,1,953,['asthma'],1,8408,0.05823014712249575,0.0
GATA5,1,81,['asthma'],1,339,0.05823014712249575,0.0
TAS2R38,1,154,['asthma'],1,567,0.05823014712249575,0.0
IFNE,1,480,['asthma'],1,1470,0.05823014712249575,0.0
DBP,1,183,['asthma'],1,449,0.05823014712249575,0.0
CD55,1,507,['asthma'],1,1984,0.05823014712249575,0.0
MRO,1,42,['asthma'],1,137,0.05823014712249575,0.0
LIN9,1,510,['asthma'],1,1441,0.05823014712249575,0.0
FBXO8,1,420,['asthma'],1,1240,0.05823014712249575,0.0
SDC1,0,302,['asthma'],1,1212,0.05823014712249575,0.0
HMGCR,0,277,['asthma'],1,1071,0.05823014712249575,0.0
ERICD,1,11,['asthma'],1,32,0.05823014712249575,0.0
ADSL,1,49,['asthma'],1,452,0.05823014712249575,0.0
HSH2D,1,76,['asthma'],1,202,0.05823014712249575,0.0
HHAT,1,160,['asthma'],1,436,0.05823014712249575,0.0
GTF2E1,1,257,['asthma'],1,1180,0.05823014712249575,0.0
FCGR3B,1,149,['asthma'],1,711,0.05823014712249575,0.0
CXCL2,1,273,['asthma'],1,804,0.05823014712249575,0.0
BBS9,1,983,['asthma'],1,3078,0.05823014712249575,0.0
CBSL,1,2,['asthma'],1,163,0.05823014712249575,0.0
CXCL1,1,301,['asthma'],1,659,0.05823014712249575,0.0
GPT,1,366,['asthma'],1,1018,0.05823014712249575,0.0
DDX58,1,89,['asthma'],1,553,0.05823014712249575,0.0
PHEX,1,181,['asthma'],1,558,0.05823014712249575,0.0
PADI4,1,213,['asthma'],1,604,0.05823014712249575,0.0
P2RY4,1,121,['asthma'],1,514,0.05823014712249575,0.0
TXN,1,216,['asthma'],1,705,0.05823014712249575,0.0
RNF130,1,252,['asthma'],1,832,0.05823014712249575,0.0
MITF,1,348,['asthma'],1,1431,0.05823014712249575,0.0
NDUFB6,1,604,['asthma'],1,2164,0.05823014712249575,0.0
NBL1,1,797,['asthma'],1,1658,0.05823014712249575,0.0
H4C6,1,175,['asthma'],1,925,0.05823014712249575,0.0
SRSF5,1,513,['asthma'],1,2085,0.05823014712249575,0.0
PFAS,1,154,['asthma'],1,478,0.05823014712249575,0.0
CCL21,1,370,['asthma'],1,1174,0.05823014712249575,0.0
QRSL1,1,115,['asthma'],1,420,0.05823014712249575,0.0
SDS,1,865,['asthma'],1,2722,0.05823014712249575,0.0
RPS2,1,553,['asthma'],1,2361,0.05823014712249575,0.0
RPS3,1,512,['asthma'],1,2141,0.05823014712249575,0.0
RPS5,1,358,['asthma'],1,1293,0.05823014712249575,0.0
RPS6,1,532,['asthma'],1,1721,0.05823014712249575,0.0
UHMK1,1,359,['asthma'],1,967,0.05823014712249575,0.0
RPLP2,1,407,['asthma'],1,1287,0.05823014712249575,0.0
NT5E,1,348,['asthma'],1,1464,0.05823014712249575,0.0
NRP1,1,133,['asthma'],1,629,0.05823014712249575,0.0
PIMREG,1,537,['asthma'],1,1607,0.05823014712249575,0.0
PIGS,1,196,['asthma'],1,1071,0.05823014712249575,0.0
FES,1,455,['asthma'],1,1342,0.05823014712249575,0.0
FDFT1,1,131,['asthma'],1,635,0.05823014712249575,0.0
FOXO3,1,406,['asthma'],1,1964,0.05823014712249575,0.0
SPG21,1,702,['asthma'],1,2781,0.05823014712249575,0.0
FRY,1,170,['asthma'],1,356,0.05823014712249575,0.0
NOVA2,1,371,['asthma'],1,817,0.05823014712249575,0.0
NOL3,1,228,['asthma'],1,666,0.05823014712249575,0.0
PRKAA2,1,208,['asthma'],1,1011,0.05823014712249575,0.0
